"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","gender","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"1949","0<=X<200",15,"critical","consumer goods",1925,"<100","4<=X<7",2.85,"male","none",2,"unknown",34,"stores","own",2,"unskilled resident","1","no","yes","bad"
"1950","0<=X<200",24,"taking credits","consumer goods",3927,">=1000","1<=X<4",3.73,"male","none",2,"car",34,"stores","own",1,"skilled","2","yes","yes","bad"
"1951",">=200",12,"taking credits","education",719,"<100","0<X<1",4,"male","none",4,"car",41,"bank","own",1,"unskilled resident","2","no","yes","bad"
"1952","<0",32,"taking credits","consumer goods",2389,"500<=X<1000","0<X<1",3.65,"male","none",1,"life insurance",34,"bank","own",1,"unskilled foreign","1","no","yes","bad"
"1953","<0",18,"taking credits","consumer goods",3190,"<100","1<=X<4",2,"female","none",2,"real estate",24,"stores","own",1,"skilled","1","no","yes","bad"
"1954","<0",48,"paid fully","car purchase",4605,"<100",">=7",3,"male","none",4,"unknown",24,"stores","for free",2,"skilled","2","no","yes","bad"
"1955","0<=X<200",12,"taking credits","car purchase",1246,"<100","0<X<1",4,"male","none",2,"real estate",32,"bank","own",1,"unskilled resident","1","no","yes","bad"
"1956","<0",16,"taking credits","car purchase",1221,"<100","4<=X<7",4,"female","none",3,"life insurance",23,"stores","rent",1,"skilled","1","no","yes","bad"
"1957","0<=X<200",54,"paid fully","business",15945,"<100","0<X<1",3,"male","none",4,"unknown",58,"stores","rent",1,"skilled","1","yes","yes","bad"
"1958","<0",29,"taking credits","consumer goods",3109,"<100","1<=X<4",2.18,"female","none",4,"life insurance",31,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"1959","<0",29,"taking credits","consumer goods",2412,"<100","4<=X<7",4,"female","none",4,"real estate",25,"stores","own",1,"skilled","1","no","yes","bad"
"1960","<0",43,"taking credits","consumer goods",7138,">=1000","4<=X<7",3.38,"female","guarantor",3,"car",31,"stores","own",1,"high qualified","1","yes","yes","bad"
"1961","<0",30,"taking credits","consumer goods",6350,"no known savings",">=7",4,"male","none",4,"life insurance",31,"stores","own",1,"skilled","1","no","yes","bad"
"1962","<0",18,"taking credits","consumer goods",3190,"<100","1<=X<4",2,"female","none",2,"real estate",24,"stores","own",1,"skilled","1","no","yes","bad"
"1963",">=200",16,"critical","consumer goods",2772,"<100","4<=X<7",1.73,"male","none",2,"life insurance",29,"bank","own",2,"skilled","1","no","yes","bad"
"1964","<0",18,"taking credits","consumer goods",1131,"<100","0",4,"female","none",2,"car",33,"stores","own",1,"skilled","1","no","yes","bad"
"1965","no checking",24,"delayed previously","business",8648,"<100","0<X<1",2,"male","none",2,"car",27,"bank","own",2,"skilled","1","yes","yes","bad"
"1966","<0",24,"paid fully","car purchase",1355,"no known savings","0<X<1",4,"male","none",3,"car",39,"stores","own",1,"high qualified","1","no","yes","bad"
"1967","0<=X<200",24,"delayed previously","consumer goods",2064,"<100","0",3,"female","none",2,"life insurance",34,"stores","own",1,"high qualified","1","yes","yes","bad"
"1968","no checking",18,"critical","car purchase",1530,"<100","1<=X<4",3,"male","none",2,"life insurance",32,"bank","own",2,"skilled","1","no","yes","bad"
"1969","<0",50,"critical","other",7435,"500<=X<1000","0<X<1",4,"female","none",2,"life insurance",34,"bank","own",1,"high qualified","1","no","yes","bad"
"1970","<0",12,"taking credits","car purchase",1274,"<100","0<X<1",3,"female","none",1,"real estate",37,"stores","own",1,"unskilled resident","1","no","yes","bad"
"1971","0<=X<200",19,"critical","consumer goods",2284,"<100",">=7",4,"male","none",3,"life insurance",39,"stores","own",1,"high qualified","1","no","yes","bad"
"1972","0<=X<200",6,"delayed previously","car purchase",1209,"<100","0",4,"male","none",4,"life insurance",47,"stores","own",1,"high qualified","1","yes","yes","bad"
"1973","<0",12,"taking credits","car purchase",1372,"<100","4<=X<7",2,"male","none",3,"car",36,"stores","own",1,"skilled","1","no","yes","bad"
"1974","0<=X<200",6,"paid fully","education",433,">=1000","0<X<1",4,"female","none",2,"life insurance",24,"bank","rent",1,"skilled","2","no","yes","bad"
"1975","0<=X<200",12,"taking credits","car purchase",836,"100<=X<500","0<X<1",4,"female","none",2,"life insurance",23,"bank","own",1,"unskilled resident","1","no","yes","bad"
"1976","<0",18,"taking credits","consumer goods",2472,"<100",">=7",3.73,"male","none",1,"car",25,"stores","own",1,"skilled","1","no","yes","bad"
"1977","<0",19,"critical","other",3364,"500<=X<1000","0<X<1",3.61,"male","none",4,"unknown",32,"stores","for free",1,"skilled","2","yes","yes","bad"
"1978","<0",60,"delayed previously","business",6836,"<100",">=7",3,"male","none",4,"unknown",63,"stores","own",2,"skilled","1","yes","yes","bad"
"1979","<0",14,"taking credits","car purchase",8978,"<100",">=7",1,"male","none",4,"life insurance",45,"stores","own",1,"high qualified","1","yes","no","bad"
"1980","<0",28,"delayed previously","education",2125,"<100","1<=X<4",2.87,"male","guarantor",1,"life insurance",30,"stores","own",2,"skilled","1","no","yes","bad"
"1981","<0",12,"paid fully","car purchase",1082,"<100","1<=X<4",4,"male","none",4,"car",48,"bank","own",2,"skilled","1","no","yes","bad"
"1982","no checking",21,"critical","car purchase",12680,"no known savings",">=7",4,"male","none",4,"unknown",30,"stores","for free",1,"high qualified","1","yes","yes","bad"
"1983",">=200",21,"delayed previously","other",3593,"100<=X<500","0<X<1",2.23,"male","guarantor",4,"car",31,"stores","own",2,"skilled","1","no","yes","bad"
"1984","0<=X<200",6,"paid fully","car purchase",931,"100<=X<500","0<X<1",1,"female","none",1,"life insurance",32,"stores","own",1,"unskilled resident","1","no","yes","bad"
"1985","0<=X<200",57,"taking credits","car purchase",14066,"<100","4<=X<7",4,"male","none",2,"unknown",31,"stores","for free",1,"high qualified","1","yes","yes","bad"
"1986","0<=X<200",36,"taking credits","repairs",2384,"<100","0<X<1",4,"male","none",1,"unknown",33,"stores","rent",1,"unskilled resident","1","no","yes","bad"
"1987","<0",18,"taking credits","consumer goods",1217,"<100","1<=X<4",4,"male","none",3,"real estate",47,"stores","own",1,"unskilled resident","1","yes","yes","bad"
"1988","<0",21,"taking credits","other",3172,"<100","1<=X<4",2,"female","none",2,"unknown",26,"stores","own",1,"skilled","1","no","yes","bad"
"1989","0<=X<200",19,"critical","consumer goods",4293,"<100",">=7",3.1,"male","none",3,"life insurance",39,"stores","own",1,"high qualified","1","no","yes","bad"
"1990","<0",18,"critical","education",750,"<100","0",4,"female","none",1,"real estate",27,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"1991","0<=X<200",12,"taking credits","consumer goods",1230,"<100","1<=X<4",3.35,"female","none",4,"life insurance",24,"stores","own",1,"skilled","1","no","yes","bad"
"1992","<0",42,"taking credits","consumer goods",7174,"no known savings","4<=X<7",4,"female","none",3,"car",30,"stores","own",1,"high qualified","1","yes","yes","bad"
"1993","<0",24,"taking credits","consumer goods",3234,"<100","0<X<1",4,"female","none",4,"real estate",23,"stores","rent",1,"unskilled resident","1","yes","yes","bad"
"1994","0<=X<200",36,"taking credits","other",3854,"100<=X<500","1<=X<4",4,"male","guarantor",4,"life insurance",22,"stores","rent",1,"skilled","1","no","yes","bad"
"1995","<0",36,"critical","consumer goods",8039,"<100","1<=X<4",3.31,"female","none",3,"life insurance",26,"stores","own",2,"unskilled resident","1","yes","yes","bad"
"1996",">=200",11,"delayed previously","education",1126,"500<=X<1000","1<=X<4",4,"female","none",4,"car",30,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"1997","<0",22,"taking credits","consumer goods",2319,"<100","4<=X<7",2.65,"female","none",3,"unknown",27,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"1998","0<=X<200",22,"taking credits","car purchase",1352,"<100","4<=X<7",3.35,"female","none",4,"life insurance",25,"bank","own",1,"unskilled foreign","1","no","yes","bad"
"1999","0<=X<200",21,"critical","other",1216,"100<=X<500","0<X<1",4,"male","none",4,"life insurance",31,"bank","own",2,"skilled","2","no","yes","bad"
"2000","<0",43,"taking credits","other",1844,"<100","1<=X<4",4,"male","none",4,"life insurance",26,"stores","for free",1,"skilled","1","yes","yes","bad"
"2001","0<=X<200",47,"taking credits","other",10972,"<100","1<=X<4",1.03,"male","co applicant",2,"life insurance",27,"bank","own",2,"skilled","1","yes","yes","bad"
"2002","<0",23,"taking credits","car purchase",1286,"no known savings","1<=X<4",4,"female","guarantor",4,"life insurance",32,"stores","own",1,"skilled","1","no","yes","bad"
"2003","0<=X<200",41,"critical","education",6029,"<100","1<=X<4",4,"male","none",3,"unknown",30,"bank","for free",1,"skilled","1","no","yes","bad"
"2004","no checking",27,"taking credits","car purchase",2570,"<100","1<=X<4",3,"female","none",3,"real estate",21,"stores","rent",1,"skilled","1","no","yes","bad"
"2005","<0",23,"taking credits","consumer goods",1284,"no known savings","1<=X<4",4,"female","none",4,"life insurance",31,"stores","rent",1,"skilled","1","no","yes","bad"
"2006","<0",18,"paid fully","consumer goods",3114,"<100","0<X<1",1,"female","none",4,"life insurance",26,"stores","rent",1,"skilled","1","no","yes","bad"
"2007","no checking",18,"taking credits","consumer goods",433,"<100","0",3,"female","co applicant",4,"real estate",22,"stores","rent",1,"skilled","1","no","yes","bad"
"2008",">=200",15,"taking credits","consumer goods",2327,"<100","0<X<1",2,"female","none",3,"real estate",25,"stores","own",1,"unskilled resident","1","no","yes","bad"
"2009","0<=X<200",36,"delayed previously","repairs",9420,"<100","0<X<1",1,"male","none",4,"car",28,"stores","own",1,"high qualified","1","no","yes","bad"
"2010","<0",24,"paid fully","education",3536,"<100","4<=X<7",2.89,"male","none",4,"car",27,"bank","own",1,"skilled","1","no","yes","bad"
"2011","<0",12,"taking credits","consumer goods",741,"100<=X<500","0",4,"female","none",3,"life insurance",22,"stores","own",1,"skilled","1","no","yes","bad"
"2012","0<=X<200",16,"critical","car purchase",1056,"<100",">=7",3,"male","guarantor",3,"real estate",30,"bank","own",2,"skilled","1","no","yes","bad"
"2013","0<=X<200",60,"taking credits","car purchase",10279,"100<=X<500","0<X<1",4,"female","none",2,"life insurance",24,"stores","own",1,"high qualified","1","no","yes","bad"
"2014","<0",12,"paid fully","business",610,"<100","4<=X<7",4,"female","none",1,"real estate",26,"bank","own",1,"unskilled foreign","1","no","yes","bad"
"2015","<0",18,"taking credits","consumer goods",1131,"<100","0",4,"female","none",2,"car",33,"stores","own",1,"skilled","1","no","yes","bad"
"2016","<0",12,"taking credits","car purchase",3386,"<100",">=7",3,"male","none",4,"unknown",35,"stores","for free",1,"skilled","1","yes","yes","bad"
"2017","<0",24,"critical","car purchase",1365,"no known savings","4<=X<7",4,"male","none",4,"life insurance",32,"stores","own",1,"high qualified","1","no","yes","bad"
"2018","<0",24,"paid fully","other",4422,"no known savings",">=7",4,"male","none",3,"car",40,"stores","own",1,"high qualified","1","yes","yes","bad"
"2019","0<=X<200",57,"taking credits","car purchase",14066,"<100","4<=X<7",4,"male","none",2,"unknown",31,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2020","<0",24,"taking credits","consumer goods",1987,"<100","1<=X<4",2,"male","none",4,"real estate",21,"stores","rent",1,"unskilled resident","2","no","yes","bad"
"2021","0<=X<200",12,"taking credits","car purchase",898,">=1000","1<=X<4",4,"male","none",2,"car",26,"bank","own",1,"skilled","1","no","yes","bad"
"2022","<0",12,"taking credits","retraining",902,"<100","4<=X<7",4,"male","none",4,"life insurance",21,"stores","rent",1,"skilled","1","no","yes","bad"
"2023",">=200",17,"critical","consumer goods",1551,"<100","0<X<1",4,"male","guarantor",4,"life insurance",43,"bank","for free",2,"skilled","2","no","yes","bad"
"2024","0<=X<200",24,"paid fully","consumer goods",3144,"500<=X<1000","1<=X<4",3.75,"male","none",2,"car",29,"stores","rent",1,"skilled","1","yes","yes","bad"
"2025","<0",21,"critical","car purchase",3966,"<100","0<X<1",1.4,"female","none",4,"unknown",33,"bank","own",3,"skilled","1","no","yes","bad"
"2026",">=200",24,"taking credits","car purchase",3355,"<100","1<=X<4",3.82,"female","none",2,"car",29,"stores","for free",1,"high qualified","1","yes","yes","bad"
"2027","0<=X<200",48,"taking credits","consumer goods",5951,"<100","1<=X<4",2,"female","none",2,"real estate",22,"stores","own",1,"skilled","1","no","yes","bad"
"2028","0<=X<200",13,"delayed previously","other",1476,">=1000","1<=X<4",2.36,"male","none",2,"unknown",26,"stores","for free",1,"skilled","1","no","yes","bad"
"2029","<0",11,"taking credits","other",664,"100<=X<500","1<=X<4",4,"male","none",2,"car",24,"stores","own",1,"skilled","1","no","yes","bad"
"2030","<0",18,"paid fully","consumer goods",1553,"<100","1<=X<4",4,"male","none",3,"car",44,"bank","own",1,"skilled","1","no","yes","bad"
"2031","<0",20,"paid fully","car purchase",1442,"<100","4<=X<7",4,"male","none",3,"life insurance",29,"stores","for free",2,"unskilled foreign","2","no","yes","bad"
"2032","no checking",9,"taking credits","consumer goods",1980,"<100","0<X<1",2,"female","co applicant",2,"car",19,"stores","rent",2,"skilled","1","no","yes","bad"
"2033","0<=X<200",12,"critical","car purchase",689,"<100","0<X<1",3.23,"male","none",3,"car",31,"bank","own",2,"skilled","1","no","yes","bad"
"2034","<0",9,"taking credits","education",1337,"<100","0<X<1",3.9,"male","none",2,"car",33,"stores","own",2,"high qualified","1","no","yes","bad"
"2035","0<=X<200",24,"taking credits","other",3093,"100<=X<500","0<X<1",2.97,"male","none",2,"car",22,"stores","own",1,"skilled","1","no","yes","bad"
"2036","<0",18,"critical","repairs",1190,"<100","0",3.33,"female","none",4,"unknown",55,"stores","for free",3,"unskilled foreign","2","no","yes","bad"
"2037","0<=X<200",27,"paid fully","business",8318,"<100",">=7",2,"female","none",4,"unknown",42,"stores","for free",2,"high qualified","1","yes","yes","bad"
"2038","<0",12,"taking credits","retraining",1457,"<100","4<=X<7",4,"male","none",4,"life insurance",21,"stores","rent",1,"skilled","1","no","yes","bad"
"2039","0<=X<200",7,"paid fully","car purchase",932,"100<=X<500","4<=X<7",1.26,"female","none",1,"life insurance",32,"stores","own",1,"unskilled foreign","1","no","yes","bad"
"2040","<0",20,"taking credits","car purchase",1281,">=1000","4<=X<7",3.67,"female","none",3,"unknown",34,"stores","own",1,"skilled","1","no","yes","bad"
"2041","0<=X<200",20,"taking credits","car purchase",1289,">=1000","4<=X<7",3.65,"female","none",3,"life insurance",30,"stores","rent",1,"skilled","1","no","yes","bad"
"2042","<0",21,"paid fully","other",1358,"no known savings",">=7",4,"male","none",3,"car",40,"stores","own",1,"high qualified","1","yes","yes","bad"
"2043","<0",48,"taking credits","car purchase",7763,"<100",">=7",4,"male","none",4,"unknown",42,"bank","for free",1,"high qualified","1","no","yes","bad"
"2044","0<=X<200",48,"taking credits","consumer goods",9960,"<100","0<X<1",1,"female","none",2,"car",26,"stores","own",1,"skilled","1","yes","yes","bad"
"2045","0<=X<200",60,"taking credits","car purchase",14027,"<100","4<=X<7",4,"male","none",2,"unknown",27,"stores","own",1,"high qualified","1","yes","yes","bad"
"2046","0<=X<200",14,"taking credits","car purchase",888,"<100",">=7",4,"male","none",4,"car",41,"bank","own",1,"unskilled resident","2","no","yes","bad"
"2047","<0",18,"critical","consumer goods",2124,"<100","1<=X<4",4,"female","none",4,"real estate",24,"stores","rent",2,"skilled","1","no","yes","bad"
"2048","0<=X<200",21,"delayed previously","consumer goods",1217,"500<=X<1000","1<=X<4",4,"male","none",3,"unknown",43,"bank","own",1,"unskilled foreign","1","no","yes","bad"
"2049",">=200",15,"critical","consumer goods",1271,"no known savings","1<=X<4",3,"male","none",4,"unknown",39,"stores","for free",2,"skilled","1","yes","yes","bad"
"2050","0<=X<200",27,"critical","consumer goods",5125,"<100","1<=X<4",2.71,"male","none",3,"car",30,"stores","own",1,"high qualified","1","no","yes","bad"
"2051","0<=X<200",36,"delayed previously","consumer goods",5211,"<100","0<X<1",2,"male","none",4,"car",42,"stores","own",2,"high qualified","1","yes","yes","bad"
"2052","<0",27,"taking credits","car purchase",2424,"<100","4<=X<7",4,"female","none",4,"real estate",30,"stores","own",1,"skilled","1","no","yes","bad"
"2053","0<=X<200",22,"delayed previously","car purchase",1251,"500<=X<1000","4<=X<7",3.48,"male","none",2,"unknown",24,"stores","own",1,"unskilled foreign","1","no","yes","bad"
